mcscore,scscore,processor,frequency,maximumfrequency,cores,threads,tdp,gpu,codename,package
1895,459,Intel Xeon X5560,2800 MHz,3200 MHz,4,8,95 W,,Gainestown,Socket 1366 LGA
1894,518,AMD FX-6120,3500 MHz,4100 MHz,3,6,95 W,,Zambezi,Socket AM3+ (942)
1894,819,Intel Core i5-7260U,2200 MHz,3400 MHz,2,4,15 W,Intel Iris Plus Graphics 640,Kaby Lake-U/Y,FCBGA1356
1893,811,Intel Core i3-8121U,2200 MHz,3200 MHz,2,4,15 W,,Cannon Lake,
1889,502,Intel Core i7-2635QM,2000 MHz,2900 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge,FCBGA1224
1888,436,Intel Xeon L5520,2270 MHz,2480 MHz,4,8,60 W,,,
1887,810,AMD Athlon 3000G,3500 MHz,,2,4,35 W,Radeon Vega 3 Graphics,Picasso,Socket AM4 (1331)
1885,619,Intel Core i5-4460T,1900 MHz,2700 MHz,4,4,35 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
1882,487,Intel Xeon X3450,2670 MHz,3200 MHz,4,8,95 W,,Lynnfield,Socket 1156 LGA
1882,840,Intel Pentium G4600,3600 MHz,,2,4,51 W,Intel HD Graphics 630,Kaby Lake,Socket 1151 LGA
1877,863,Intel Core i3-4350,3600 MHz,,2,4,54 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
1874,524,Intel Core i7-2630QM,2000 MHz,2900 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge,FCPGA988
1872,853,Intel Core i3-4370,3800 MHz,,2,4,54 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
1872,872,Intel Core i3-4360,3700 MHz,,2,4,54 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
1869,898,Intel Core i3-10110U,2100 MHz,4100 MHz,2,4,15 W,Intel UHD Graphics,Comet Lake,FCBGA1528
1866,602,AMD Athlon X4 880K,4191 MHz,4200 MHz,2,4,95 W,,Godavari,Socket FM2+ (906)
1865,839,Intel Core i3-7100T,3400 MHz,,2,4,35 W,Intel HD Graphics 630,Kaby Lake,Socket 1151 LGA
1852,493,Intel Core i7-860,2800 MHz,3460 MHz,4,8,95 W,,Lynnfield,LGA1156
1834,818,Intel Pentium G4560,3500 MHz,,2,4,54 W,Intel HD Graphics 610,Kaby Lake,Socket 1151 LGA
1824,846,Intel Core i7-7560U,2400 MHz,3800 MHz,2,4,15 W,Intel Iris Plus Graphics 640,Kaby Lake-U/Y,
1817,828,Intel Pentium G5600,3900 MHz,,2,4,54 W,Intel UHD Graphics 630,Coffee Lake S,FCLGA1151
1814,419,AMD FX-8100,2800 MHz,3100 MHz,8,8,95 W,,Zambezi,Socket AM3+ (942)
1811,596,Intel Core i5-2405S,2500 MHz,3300 MHz,4,4,65 W,Intel HD Graphics 3000,Sandy Bridge,"FCLGA1155, LGA1155"
1796,449,Intel Xeon X3440,2530 MHz,2930 MHz,4,8,95 W,,,
1793,823,Intel Core i3-4330,3500 MHz,,2,4,54 W,Intel HD Graphics 4600,Haswell,FCLGA1150
1786,594,Intel Core i5-2400S,2500 MHz,,4,4,65 W,Intel HD Graphics 2000,Sandy Bridge,LGA1155
1780,749,Intel Core i7-6660U,2400 MHz,3400 MHz,2,4,15 W,Intel Iris Graphics 540,Skylake,FCBGA1356
1772,492,Intel Core i7-2675QM,2200 MHz,3100 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge,FCBGA1224
1767,425,AMD Phenom II X6 1055T,2800 MHz,3300 MHz,6,6,125 W,,Thuban,Socket AM3
1756,763,Intel Core i7-6650U,2200 MHz,3400 MHz,2,4,15 W,Intel Iris Graphics 540,Skylake,FCBGA1356
1750,501,AMD Phenom II X4 980,3700 MHz,,4,4,125 W,,Deneb,Socket AM3 (938)
1740,786,Intel Core i3-6100T,3200 MHz,,2,4,35 W,Intel HD Graphics 530,Skylake,Socket 1151 LGA
1733,545,Intel Core 2 Extreme X9770,3200 MHz,,4,4,136 W,,Yorkfield,Socket 775 LGA
1731,577,Intel Core i5-2500S,2700 MHz,3700 MHz,4,4,65 W,Intel HD Graphics 2000,Sandy Bridge,LGA1155
1729,468,AMD FX-6100,3300 MHz,3600 MHz,6,6,95 W,,Zambezi,Socket AM3+
1716,525,Intel Xeon E5-2609 v2,2500 MHz,2500 MHz,4,4,80 W,,Ivy Bridge,Socket 2011 LGA
1715,796,Intel Core i3-4170,3700 MHz,,2,4,54 W,Intel HD Graphics 4400,Haswell,Socket 1150 LGA
1714,727,AMD Athlon 200GE,3200 MHz,,2,4,35 W,Radeon Vega 3,Raven Ridge,AM4
1713,487,Intel Xeon E5-2609,2400 MHz,,4,4,80 W,,Sandy Bridge-EP,Socket 2011 LGA
1712,769,Intel Core i7-5557U,3100 MHz,3400 MHz,2,4,28 W,Intel Iris Graphics 6100,Broadwell,FCBGA1168
1710,792,Intel Core i3-4160,3600 MHz,,2,4,54 W,Intel HD Graphics 4400,Haswell,Socket 1150 LGA
1706,748,Intel Core i5-6267U,2900 MHz,3300 MHz,2,4,28 W,Intel Iris Graphics 550,Skylake,FCBGA1356
1694,794,Intel Core i5-6287U,3100 MHz,3500 MHz,2,4,28 W,Intel Iris Graphics 550,Skylake,FCBGA1356
1688,550,AMD Athlon X4 860K,3700 MHz,4000 MHz,4,4,95 W,,Kaveri,Socket FM2+ (906)
1673,759,Intel Core i5-4308U,2800 MHz,3300 MHz,2,4,28 W,Intel Iris Graphics 5100,Haswell,FCBGA1168
1661,772,Intel Core i3-4360T ,3200 MHz,,2,4,35 W,Intel HD Graphics 4600,Haswell,FCLGA1150
1655,778,Intel Core i5-4570T,2900 MHz,3600 MHz,2,4,35 W,Intel HD Graphics 4600,Haswell,FCLGA1150
1652,744,Intel Core i7-4558U,2800 MHz,3300 MHz,2,4,28 W,Intel Iris Pro Graphics 5100,Haswell,FCBGA1168
1642,378,Intel Xeon E5520,2270 MHz,2530 MHz,4,8,80 W,,Gainestown,Socket 1366 LGA
1641,719,Intel Core i7-6500U,2500 MHz,3100 MHz,2,4,15 W,Intel HD Graphics 520,Skylake,FCBGA1356
1637,762,Intel Core i3-4150,3500 MHz,,2,4,54 W,Intel HD Graphics 4400,Haswell,FCLGA1150
1635,729,Intel Core i5-5287U,2900 MHz,3300 MHz,2,4,28 W,Intel Iris Graphics 6100,Broadwell,FCBGA1168
1633,875,Intel Core i3-1000NG4,1100 MHz,3200 MHz,2,4,9 W,Intel Iris Plus,Ice Lake,
1628,758,Intel Core i7-4600M,2900 MHz,3600 MHz,2,4,37 W,Intel HD Graphics 4600,Haswell,Socket 947 rPGA
1628,758,Intel Core i5-L16G7,1400 MHz,3000 MHz,5,5,7 W,Intel UHD Graphics,Lakefield,FC-CSP1016
1627,700,Intel Core i7-6560U,2200 MHz,3200 MHz,2,4,15 W,Intel Iris Graphics 540,Skylake,
1626,755,Intel Core i7-4610M,3000 MHz,3700 MHz,2,4,37 W,Intel HD Graphics 4600,Haswell,Socket 947 rPGA
1615,730,Intel Core i5-4340M,2900 MHz,3600 MHz,2,4,37 W,Intel HD Graphics 4600,Haswell,FCPGA946
1611,538,AMD Athlon X4 870K,3900 MHz,4100 MHz,2,4,95 W,,Godavari,Socket FM2+ (906)
1608,758,Intel Core i3-8130U ,2200 MHz,3400 MHz,2,4,15 W,Intel UHD Graphics 620,Kaby Lake,FCBGA1356
1607,509,Intel Core i5-760,2800 MHz,3330 MHz,4,4,95 W,,Lynnfield,LGA1156
1603,525,AMD A10-7850K,3700 MHz,4000 MHz,4,4,95 W,Radeon R7 Series,Kaveri,Socket FM2+
1603,713,Intel Core i7-5550U,2000 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 6000,Broadwell,FCBGA1168
1602,739,Intel Core i3-4130,3400 MHz,,2,4,54 W,Intel HD Graphics 4400,Haswell,FCLGA1150
1600,702,Intel Core i5-6360U,2000 MHz,3100 MHz,2,4,15 W,Intel Iris Graphics 540,Skylake,FCBGA1356
1597,671,Intel Core i3-6100H,2700 MHz,,2,4,35 W,Intel HD Graphics 530,Skylake,FCBGA1440
1594,838,Intel Pentium G4520,3600 MHz,,2,2,51 W,Intel HD Graphics 530,Skylake,FCLGA1151
1593,765,Intel Core i3-4340,3600 MHz,,2,4,54 W,Intel HD Graphics 4600,Haswell,FCLGA1150
1588,567,AMD FX-4330,4017 MHz,,2,4,95 W,,Vishera,Socket AM3+ (942)
1584,462,AMD Phenom II X4 970 Black Edition,3500 MHz,,4,4,125 W,,Deneb,Socket AM3 (938)
1582,719,Intel Core i3-4170T,3200 MHz,,2,4,35 W,Intel HD Graphics 4400,Haswell,Socket 1150 LGA
1575,526,AMD Athlon X4 845,3500 MHz,3800 MHz,2,4,65 W,,Carrizo,Socket FM2+
1572,726,Intel Core i7-4578U,3000 MHz,3500 MHz,2,4,28 W,Intel Iris Graphics 5100,Haswell,FCBGA1168
1565,535,AMD A12-9800,3800 MHz,4200 MHz,4,4,65 W,Radeon R7 Series,Bristol Ridge,Socket AM4 (1331)
1565,529,AMD Athlon X4 950,3500 MHz,,4,4,65 W,,Bristol Ridge,AM4
1559,717,Intel Core i5-4200H,2800 MHz,3400 MHz,2,4,47 W,Intel HD Graphics 4600,Haswell,FCBGA1364
1559,517,AMD A10-7870K,3920 MHz,4100 MHz,2,4,95 W,Radeon R7 Series,Kaveri,Socket FM2+ (906)
1558,718,Intel Core i7-5650U,2200 MHz,3100 MHz,2,4,15 W,Intel HD Graphics 6000,Broadwell,FCBGA1168
1553,748,Intel Core i3-8145U,2100 MHz,3900 MHz,2,4,15 W,Intel UHD Graphics 620,Whiskey Lake,FCBGA1528
1551,685,Intel Core i5-6260U,1800 MHz,2900 MHz,2,4,15 W,Intel Iris Graphics 540,Skylake,FCBGA1356
1551,840,Intel Pentium G4500,3500 MHz,,2,2,51 W,Intel HD Graphics 530,Skylake,Socket 1151 LGA
1549,491,Intel Core i5-750,2670 MHz,3200 MHz,4,4,95 W,,Lynnfield,LGA1156
1540,694,Intel Core i5-4278U,2600 MHz,3100 MHz,2,4,28 W,Intel Iris Graphics 5100,Haswell,FCBGA1168
1540,516,AMD A10-7860K,3600 MHz,4000 MHz,4,4,65 W,Radeon R7 Series,Godavari,Socket FM2+ (906)
1534,462,AMD Phenom II X4 975 Black Edition,3600 MHz,,4,4,125 W,,Deneb,Socket AM3 (938)
1532,718,Intel Core i5-4210H,2900 MHz,3500 MHz,2,4,47 W,Intel HD Graphics 4600,Haswell,FCBGA1364
1530,548,AMD A10-6800K,4100 MHz,4400 MHz,4,4,100 W,Radeon HD 8670D,Richland,Socket FM2
1529,453,Intel Core i7-940XM,2130 MHz,3330 MHz,4,8,55 W,,Clarksfield,PGA988
1528,681,Intel Core i3-4160T,3100 MHz,,2,4,35 W,Intel HD Graphics 4400,Haswell,FCLGA1150
1527,701,Intel Core i5-4310M,2700 MHz,3400 MHz,2,4,37 W,Intel HD Graphics 4600,Haswell,Socket 947 rPGA
1526,708,Intel Pentium G4560T,2900 MHz,,2,4,35 W,Intel HD Graphics 610,Kaby Lake,FCLGA1151
1522,549,AMD FX-4350,4200 MHz,4300 MHz,4,4,125 W,,Vishera,Socket AM3+ (942)
1513,683,Intel Core i3-4150T ,3000 MHz,,2,4,35 W,Intel HD Graphics 4400,Haswell,FCLGA1150
1505,549,AMD FX - 4320,4000 MHz,4100 MHz,2,4,95 W,,Vishera,Socket AM3+ (942)
1499,688,Intel Core i5-4300M,2600 MHz,3300 MHz,2,4,37 W,Intel HD Graphics 4600,Haswell,FCPGA946
1499,812,Intel Pentium G3258,3200 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,Socket 1150 LGA
1499,682,Intel Core i7-5600U,2600 MHz,3200 MHz,2,4,15 W,Intel HD Graphics 5500,Broadwell,FCBGA1168
1498,387,Intel Xeon E5-2407,2200 MHz,,4,4,80 W,,Sandy Bridge-EN,FCLGA1356
1488,497,AMD A10-9700,3500 MHz,3800 MHz,4,4,65 W,Radeon R7 Series,Bristol Ridge,Socket AM4 (1331)
1487,500,AMD FX - 770K,3500 MHz,3900 MHz,2,4,65 W,,Kaveri,Socket FM2+ (906)
1486,705,Intel Core i5-4288U,2600 MHz,3100 MHz,2,4,28 W,Intel Iris Pro Graphics 5100,Haswell,FCBGA1168
1486,708,Intel Core i3-4330T,3000 MHz,,2,4,35 W,Intel HD Graphics 4600,Haswell,FCLGA1150
1483,686,Intel Core i5-4210M,2600 MHz,3200 MHz,2,4,37 W,Intel HD Graphics 4600,Haswell,FCPGA946
1473,683,Intel Core i5-5257U,2700 MHz,3100 MHz,2,4,28 W,Intel Iris Graphics 6100,Broadwell,FCBGA1168
1472,514,AMD FX-4170,4200 MHz,4300 MHz,2,4,125 W,,Zambezi,Socket AM3+ (942)
1470,446,Intel Pentium Silver J5005,1500 MHz,2800 MHz,4,4,10 W,Intel UHD Graphics 605,Gemini Lake,FCBGA1090
1468,445,AMD Phenom II X4 965 Black Edition,3400 MHz,,4,4,125 W,,Deneb,Socket AM3
1455,649,Intel Core i3-7130U,2700 MHz,,2,4,15 W,Intel HD Graphics 620,Kaby Lake,FCGBA1356
1452,501,AMD A10 PRO-7800B ,3500 MHz,3900 MHz,4,4,65 W,Radeon R7 Series,Kaveri,FM2+
1448,487,AMD A8-7650K,3300 MHz,3800 MHz,4,4,95 W,Radeon R7 Series,Kaveri,Socket FM2+ (906)
1448,736,Intel Core i5-8210Y,1600 MHz,3600 MHz,2,4,7 W,Intel UHD Graphics 617,Amber Lake,FCBGA1515
1447,513,AMD A10-6700,3700 MHz,4300 MHz,4,4,65 W,Radeon HD 8670D,Richland,Socket FM2
1447,494,AMD A10-7800,3500 MHz,3900 MHz,4,4,65 W,Radeon R7 Series,Kaveri,Socket FM2+ (906)
1446,429,Intel Xeon L3426,1870 MHz,3200 MHz,4,8,45 W,,Lynnfield,Socket 1156 LGA
1444,484,AMD Athlon X4 840,3100 MHz,3800 MHz,4,4,65 W,,Kaveri,Socket FM2+ (906)
1442,646,Intel Core i3-4130T,2900 MHz,,2,4,35 W,Intel HD Graphics 4400,Haswell,FCLGA1150
1441,638,Intel Core i7-3540M,3000 MHz,3700 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge,"FCBGA1023, FCPGA988"
1438,791,Intel Pentium G4400,3300 MHz,,2,2,54 W,Intel HD Graphics 510,Skylake,FCLGA1151
1431,654,Intel Core i5-5350U,1800 MHz,2900 MHz,2,4,15 W,Intel HD Graphics 6000,Broadwell,Socket 1168 BGA
1428,629,Intel Core i5-4258U,2400 MHz,2900 MHz,2,4,28 W,Intel Iris Pro Graphics 5100,Haswell,FCBGA1168
1428,638,Intel Core i5-3380M,2900 MHz,3600 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge,"FCBGA1023, FCPGA988"
1427,643,Intel Core i7-3520M,2900 MHz,3600 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge,"FCBGA1023, FCPGA988"
1427,512,AMD A10-5800K,3800 MHz,4200 MHz,2,4,100 W,Radeon HD 7660D,Trinity,Socket FM2 (904)
1427,425,AMD Phenom II X4 B97,3200 MHz,,4,4,95 W,,Deneb,Socket AM3 (938)
1424,424,Intel Xeon X3430,2400 MHz,2800 MHz,4,4,95 W,,Lynnfield,Socket 1156 LGA
1418,517,AMD A8-6600K,3900 MHz,4200 MHz,4,4,100 W,Radeon HD 8570D,Richland,Socket FM2
1418,512,AMD FX-4300,3800 MHz,4000 MHz,4,4,95 W,,Vishera,Socket AM3+
1417,459,Intel Core 2 Extreme X9650,3000 MHz,,4,4,130 W,,Yorkfield,Socket 775 LGA
1417,644,AMD Ryzen 3 3250U,2600 MHz,3500 MHz,2,4,15 W,AMD Radeon Vega 3,Picasso,Socket FP5
1406,469,AMD A8-9600,3100 MHz,3400 MHz,4,4,65 W,Radeon R7 Series,Bristol Ridge,AM4
1405,415,AMD Phenom II X4 955 Black Edition,3200 MHz,,4,4,125 W,,Deneb,Socket AM3
1404,600,Intel Core i3-6157U,2400 MHz,,2,4,28 W,Intel Iris Graphics 550,Skylake,FCBGA1356
1401,443,Intel Xeon X3370,3000 MHz,,4,4,95 W,,Yorkfield,Socket 775 LGA
1400,752,Intel Pentium G3460,3500 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,Socket 1150 LGA
1397,522,AMD A10-6790K,4000 MHz,4300 MHz,4,4,100 W,Radeon HD 8670D,Richland,Socket FM2
1395,504,AMD Athlon X4 760K,3800 MHz,4100 MHz,4,4,100 W,,Richland,Socket FM2
1394,643,AMD Ryzen 3 3200U,2600 MHz,3500 MHz,2,4,15 W,Radeon Vega 3,Picasso,FP5
1392,624,Intel Core i3-3250,3500 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge,FCLGA1155
1390,645,Intel Core i7-5500U,2400 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 5500,Broadwell,FCBGA1168
1389,481,AMD FX-9830P,3000 MHz,3700 MHz,4,4,35 W,Radeon R7 Series,Bristol Ridge,Socket FP4 (968)
1388,631,Intel Core i5-3470T,2900 MHz,3600 MHz,2,4,35 W,,Ivy Bridge,FCLGA1155
1388,632,Intel Core i5-4200M,2500 MHz,3100 MHz,2,4,37 W,Intel HD Graphics 4600,Haswell,FCPGA946
1387,613,AMD Ryzen 3 2200U,2500 MHz,3400 MHz,2,4,15 W,Radeon Vega 3 Graphics,Raven Ridge,FP5
1385,612,Intel Core i3-3245,3400 MHz,,2,4,55 W,Intel HD Graphics 4000,Ivy Bridge,FCLGA1155
1385,488,AMD A8 PRO-7600B,3100 MHz,3800 MHz,4,4,65 W,Radeon R7 Series,Kaveri,FM2+
1385,429,Intel Celeron J4125,2000 MHz,2700 MHz,4,4,10 W,Intel UHD Graphics 600,Gemini Lake,Socket 1090 FCBGA
1383,449,AMD A10-8750,3600 MHz,4000 MHz,4,4,65 W,Radeon R7 Series,,Socket FM2+ (906)
1382,630,Intel Core i5-3360M,2800 MHz,3500 MHz,2,4,35 W,,Ivy Bridge,"FCBGA1023, FCPGA988"
1381,622,Intel Core i3-3240,3400 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge,FCLGA1155
1381,404,AMD Phenom II X4 850,3300 MHz,,4,4,95 W,,Propus,AM2+/AM3
1378,440,Intel Xeon E5472,3000 MHz,,4,4,80 W,,,
1377,616,Intel Core i3-3225,3300 MHz,,2,4,55 W,Intel HD Graphics 4000,Ivy Bridge,FCLGA1155
1377,475,AMD A8-7600,3100 MHz,3800 MHz,4,4,65 W,Radeon R7 Series,Kaveri,Socket FM2+ (906)
1372,441,Intel Xeon X5460,3160 MHz,,4,4,120 W,,Harpertown,Socket 771 LGA
1371,478,AMD A12-9800E,3100 MHz,3800 MHz,4,4,35 W,Radeon R7 Series,Bristol Ridge,AM4
1370,601,Intel Core i3-2125,3300 MHz,,2,4,65 W,Intel HD Graphics 3000,Sandy Bridge,FCLGA1155
1366,475,AMD PRO A10-8770E,2800 MHz,3500 MHz,4,4,35 W,Radeon R7 Series,Carrizo PRO,AM4
1364,462,AMD PRO A8-8650B,3200 MHz,3900 MHz,4,4,65 W,Radeon R7 Series,Godavari PRO,FM2+
1361,464,AMD A8-8650 ,3200 MHz,3800 MHz,4,4,65 W,Radeon R7 Series,Godavari,FM2+
1360,431,Intel Xeon E5450,3000 MHz,,4,4,80 W,,Harpertown,Socket 771 LGA
1357,496,AMD Athlon X4 750K,3400 MHz,4000 MHz,4,4,100 W,,Trinity,Socket FM2
1356,416,AMD PRO A10-9700E,3000 MHz,3500 MHz,4,4,35 W,Radeon R7 Series,Bristol Ridge,AM4
1355,434,Intel Xeon X5482,3200 MHz,,4,4,150 W,,Harpertown,Socket LGA 771
1352,416,Intel Core i7-920XM,2000 MHz,3200 MHz,4,8,55 W,,Clarksfield,PGA988
1348,498,AMD A10 PRO-7850B,3700 MHz,4000 MHz,4,4,95 W,Radeon R7 Series,Kaveri,FM2+
1346,394,AMD Athlon II X4 651,3000 MHz,,4,4,100 W,,Llano,Socket FM1 (905)
1341,473,AMD FX-4130,3800 MHz,3900 MHz,4,4,125 W,,Zambezi,Socket AM3+
1339,431,Intel Core 2 Quad Q9650,3000 MHz,,4,4,95 W,,Yorkfield,LGA775
1339,493,AMD A8-6500,3500 MHz,4100 MHz,4,4,65 W,Radeon HD 8570D,Richland,Socket FM2
1337,640,Intel Core i7-4510U,2000 MHz,3100 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
1335,396,AMD Phenom II X4 945,3000 MHz,,4,4,95 W,,Deneb,Socket AM3
1335,486,AMD A8-5600K,3600 MHz,3900 MHz,4,4,100 W,Radeon HD 7560G,Trinity,Socket FM2
1333,558,Intel Core i5-6200U,2300 MHz,2800 MHz,2,4,15 W,Intel HD Graphics 520,Skylake,FCBGA1356
1331,417,Intel Xeon E5440,2830 MHz,,4,4,80 W,,Harpertown,Socket 771 LGA
1330,395,AMD A8-3870,3000 MHz,,4,4,100 W,Radeon HD 6550D,Llano,Socket FM1 (905)
1326,594,Intel Core i3-3220,3300 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge,FCLGA1155
1325,422,Intel Xeon X5450,3000 MHz,,4,4,120 W,,Harpertown,Socket 771 LGA
1321,398,AMD Phenom II X4 B95,3012 MHz,,4,4,95 W,,Deneb,Socket AM3 (938)
1319,586,Intel Core i5-6300U,2400 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 520,Skylake,FCBGA1356
1318,414,Intel Core 2 Quad Q9550,2830 MHz,,4,4,95 W,,Yorkfield,LGA775
1317,580,Intel Core i3-2130,3400 MHz,,2,4,65 W,,Sandy Bridge,FCLGA1155
1314,402,Intel Xeon X5472,3000 MHz,,4,4,120 W,,Harpertown,Socket 771 LGA
1314,602,Intel Core i5-5300U,2300 MHz,2900 MHz,2,4,15 W,Intel HD Graphics 5500,Broadwell,FCBGA1168
1313,416,Intel Xeon X3360,2830 MHz,,4,4,95 W,,Yorkfield,Socket 775 LGA
1310,711,Intel Celeron G4900,3100 MHz,,2,2,54 W,Intel UHD Graphics 610,Coffee Lake,FCLGA1151
1307,572,Intel Core i3-7100U,2400 MHz,15 MHz,2,4,7 W,Intel HD Graphics 620,Kaby Lake-U/Y,Socket 1356 FCBGA
1306,586,Intel Core i5-3320M,2600 MHz,3300 MHz,2,4,35 W,,Ivy Bridge,"FCBGA1023, FCPGA988"
1306,634,Intel Core i7-4600U,2100 MHz,3300 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
1304,470,AMD FX-4100,3600 MHz,3700 MHz,4,4,95 W,,Zambezi,Socket AM3+
1299,378,AMD Phenom II X4 830,2800 MHz,,4,4,95 W,,Deneb,Socket AM3 (938)
1298,582,Intel Core i5-3340M,2700 MHz,3400 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge,"FCBGA1023, FCPGA988"
1297,380,AMD Phenom II X4 B40,3000 MHz,,4,4,95 W,,"Deneb, Propus",Socket AM2+
1292,380,AMD Phenom II X4 925,2800 MHz,,4,4,95 W,,Deneb,Socket AM3 (938)
1291,449,AMD PRO A10-8750B,3600 MHz,4000 MHz,4,4,65 W,Radeon R7 Series,Godavari PRO,FM2+
1290,490,AMD A8-6500B ,3500 MHz,4100 MHz,4,4,65 W,Radeon HD 8570D,Richland,FM2
1289,563,Intel Core i3-6100U,2300 MHz,,2,4,15 W,Intel HD Graphics 520,Skylake,FCBGA1356
1282,577,Intel Core i3-3210,3200 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge,FCLGA1155
1282,376,AMD Phenom II X4 820,2800 MHz,,4,4,95 W,,Deneb,Socket AM3 (938)
1280,590,Intel Core i5-5250U,1600 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 6000,Broadwell,FCBGA1168
1279,389,AMD Phenom II X4 940 Black Edition,3000 MHz,,4,4,125 W,,Deneb,Socket AM2+ (940)
1278,616,Intel Core i5-2390T,2700 MHz,3500 MHz,2,4,35 W,Intel HD Graphics 2000,Sandy Bridge,FCLGA1155
1276,397,Intel Core 2 Quad Q9450,2660 MHz,,4,4,95 W,,Yorkfield,LGA775
1275,466,AMD A10-5700,3400 MHz,4000 MHz,4,4,65 W,Radeon HD 7660D,Trinity,Socket FM2
1275,454,AMD A8-5500B,3200 MHz,3700 MHz,4,4,65 W,Radeon HD 7560D,Trinity,Socket FM2 (904)
1275,394,Intel Celeron J4105,1500 MHz,2500 MHz,4,4,10 W,Intel UHD Graphics 600,Gemini Lake,FCBGA1090
1269,684,Intel Celeron G3930,2900 MHz,,2,2,51 W,Intel HD Graphics 610,Kaby Lake,FCLGA1151
1268,609,Intel Core i7-4500U,1800 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
1267,401,AMD Phenom II X4 960T,3000 MHz,3400 MHz,4,4,95 W,,Thuban,Socket AM3 (938)
1267,385,AMD A8-3850,2900 MHz,,4,4,100 W,Radeon HD 6550D,Llano,"Socket FM1 (905), Socket FM1 (937)"
1265,376,AMD Athlon II X4 645,3100 MHz,,4,4,95 W,,Propus,Socket AM3 (938)
1265,590,Intel Core i7-2640M,2800 MHz,3500 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,"FCBGA1023, PPGA988"
1265,675,Intel Celeron G3900,2800 MHz,,2,2,51 W,Intel HD Graphics 510,Skylake,Socket 1151 LGA
1264,378,AMD Phenom II X4 840,3200 MHz,,4,4,95 W,,Propus,Socket AM3
1264,451,AMD R-Series RX-427BB,2700 MHz,3600 MHz,4,4,35 W,Radeon R7 Series,Bald Eagle,BGA (FP3)
1264,393,Intel Xeon E5-2673 v3,2400 MHz,3200 MHz,4,4,105 W,,Haswell-E/EP,Socket 2011 LGA
1262,697,Intel Pentium G4400T,2900 MHz,,2,2,35 W,Intel HD Graphics 510,Skylake,FCLGA1151
1261,388,Intel Core 2 Quad Q9505,2830 MHz,,4,4,95 W,,Yorkfield,LGA775
1258,563,Intel Core i3-2120,3300 MHz,,2,4,65 W,Intel HD Graphics 2000,Sandy Bridge,FCLGA1155
1258,578,Intel Core i7-2620M,2700 MHz,3400 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,"FCBGA1023, PPGA988"
1253,568,Intel Core i5-3230M,2600 MHz,3200 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge,FCPGA988
1253,401,Intel Xeon X3350,2660 MHz,,4,4,95 W,,Yorkfield,Socket 775 LGA
1252,397,Intel Core 2 Extreme Q9300,2530 MHz,,4,4,45 W,,Penryn,Socket P (478)
1252,580,Intel Core i5-4310U,2000 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
1251,410,Intel Core 2 Extreme Q6850,3000 MHz,,4,4,130 W,,Kentsfield,Socket 775 LGA
1248,567,Intel Core i5-670,3470 MHz,3730 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
1248,387,Intel Core i7-740QM,1730 MHz,2930 MHz,4,8,45 W,,Clarksfield,PGA988
1248,374,AMD Athlon II X4 641,2800 MHz,,4,4,100 W,,Llano,Socket FM1 (905)
1246,538,Intel Core i5-655K,3200 MHz,3460 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
1246,669,Intel Pentium G3420,3200 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,FCLGA1150
1243,545,Intel Core i3-7020U,2300 MHz,,2,4,15 W,Intel HD Graphics 620,Kaby Lake,FCBGA1356
1240,396,Intel Core 2 Quad Q9500,2830 MHz,,4,4,95 W,,Yorkfield,LGA775
