mcscore,scscore,processor,freq,maxfreq,cores,threads,tdp,codename,package
1352,416,Intel Core i7-920XM,2000 MHz,3200 MHz,4,8,55 W,Clarksfield,PGA988
1346,394,AMD Athlon II X4 651,3000 MHz,,4,4,100 W,Llano,Socket FM1 (905)
1342,432,Intel Core 2 Quad Q9650,3000 MHz,,4,4,95 W,Yorkfield,LGA775
1342,492,AMD A8-6500,3500 MHz,4100 MHz,4,4,65 W,Radeon HD 8570D,Richland
1341,473,AMD FX-4130,3800 MHz,3900 MHz,4,4,125 W,Zambezi,Socket AM3+
1338,640,Intel Core i7-4510U,2000 MHz,3100 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
1333,396,AMD Phenom II X4 945,3000 MHz,,4,4,95 W,Deneb,Socket AM3
1333,558,Intel Core i5-6200U,2300 MHz,2800 MHz,2,4,15 W,Intel HD Graphics 520,Skylake
1330,395,AMD A8-3870,3000 MHz,,4,4,100 W,Radeon HD 6550D,Llano
1329,416,Intel Xeon E5440,2830 MHz,,4,4,80 W,Harpertown,Socket 771 LGA
1329,484,AMD A8-5600K,3600 MHz,3900 MHz,4,4,100 W,Radeon HD 7560G,Trinity
1326,595,Intel Core i3-3220,3300 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge
1324,422,Intel Xeon X5450,3000 MHz,,4,4,120 W,Harpertown,Socket 771 LGA
1319,581,Intel Core i3-2130,3400 MHz,,2,4,65 W,Sandy Bridge,FCLGA1155
1319,586,Intel Core i5-6300U,2400 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 520,Skylake
1318,414,Intel Core 2 Quad Q9550,2830 MHz,,4,4,95 W,Yorkfield,LGA775
1315,398,AMD Phenom II X4 B95,3012 MHz,,4,4,95 W,Deneb,Socket AM3 (938)
1314,402,Intel Xeon X5472,3000 MHz,,4,4,120 W,Harpertown,Socket 771 LGA
1313,416,Intel Xeon X3360,2830 MHz,,4,4,95 W,Yorkfield,Socket 775 LGA
1313,602,Intel Core i5-5300U,2300 MHz,2900 MHz,2,4,15 W,Intel HD Graphics 5500,Broadwell
1308,637,Intel Core i7-4600U,2100 MHz,3300 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
1307,572,Intel Core i3-7100U,2400 MHz,15 MHz,2,4,7 W,Intel HD Graphics 620,Kaby Lake-U/Y
1307,710,Intel Celeron G4900,3100 MHz,,2,2,54 W,Intel UHD Graphics 610,Coffee Lake
1306,586,Intel Core i5-3320M,2600 MHz,3300 MHz,2,4,35 W,Ivy Bridge,"FCBGA1023, FCPGA988"
1305,470,AMD FX-4100,3600 MHz,3700 MHz,4,4,95 W,Zambezi,Socket AM3+
1299,378,AMD Phenom II X4 830,2800 MHz,,4,4,95 W,Deneb,Socket AM3 (938)
1296,581,Intel Core i5-3340M,2700 MHz,3400 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
1294,380,AMD Phenom II X4 B40,3000 MHz,,4,4,95 W,"Deneb, Propus",Socket AM2+
1292,380,AMD Phenom II X4 925,2800 MHz,,4,4,95 W,Deneb,Socket AM3 (938)
1291,449,AMD PRO A10-8750B,3600 MHz,4000 MHz,4,4,65 W,Radeon R7 Series,Godavari PRO
1290,490,AMD A8-6500B ,3500 MHz,4100 MHz,4,4,65 W,Radeon HD 8570D,Richland
1288,563,Intel Core i3-6100U,2300 MHz,,2,4,15 W,Intel HD Graphics 520,Skylake
1288,493,AMD A10 PRO-7850B,3700 MHz,4000 MHz,4,4,95 W,Radeon R7 Series,Kaveri
1282,472,AMD A10-5700,3400 MHz,4000 MHz,4,4,65 W,Radeon HD 7660D,Trinity
1282,578,Intel Core i3-3210,3200 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge
1280,590,Intel Core i5-5250U,1600 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 6000,Broadwell
1279,389,AMD Phenom II X4 940 Black Edition,3000 MHz,,4,4,125 W,Deneb,Socket AM2+ (940)
1279,398,Intel Core 2 Quad Q9450,2660 MHz,,4,4,95 W,Yorkfield,LGA775
1278,689,Intel Celeron G3930,2900 MHz,,2,2,51 W,Intel HD Graphics 610,Kaby Lake
1278,616,Intel Core i5-2390T,2700 MHz,3500 MHz,2,4,35 W,Intel HD Graphics 2000,Sandy Bridge
1278,376,AMD Phenom II X4 820,2800 MHz,,4,4,95 W,Deneb,Socket AM3 (938)
1277,454,AMD A8-5500B,3200 MHz,3700 MHz,4,4,65 W,Radeon HD 7560D,Trinity
1277,396,Intel Celeron J4105,1500 MHz,2500 MHz,4,4,10 W,Intel UHD Graphics 600,Gemini Lake
1273,376,AMD Athlon II X4 645,3100 MHz,,4,4,95 W,Propus,Socket AM3 (938)
1271,610,Intel Core i7-4500U,1800 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
1264,378,AMD Phenom II X4 840,3200 MHz,,4,4,95 W,Propus,Socket AM3
1264,451,AMD R-Series RX-427BB,2700 MHz,3600 MHz,4,4,35 W,Radeon R7 Series,Bald Eagle
1264,393,Intel Xeon E5-2673 v3,2400 MHz,3200 MHz,4,4,105 W,Haswell-E/EP,Socket 2011 LGA
1263,675,Intel Celeron G3900,2800 MHz,,2,2,51 W,Intel HD Graphics 510,Skylake
1262,400,AMD Phenom II X4 960T,3000 MHz,3400 MHz,4,4,95 W,Thuban,Socket AM3 (938)
1262,589,Intel Core i7-2640M,2800 MHz,3500 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
1261,388,Intel Core 2 Quad Q9505,2830 MHz,,4,4,95 W,Yorkfield,LGA775
1260,385,AMD A8-3850,2900 MHz,,4,4,100 W,Radeon HD 6550D,Llano
1259,696,Intel Pentium G4400T,2900 MHz,,2,2,35 W,Intel HD Graphics 510,Skylake
1257,563,Intel Core i3-2120,3300 MHz,,2,4,65 W,Intel HD Graphics 2000,Sandy Bridge
1256,577,Intel Core i7-2620M,2700 MHz,3400 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
1253,568,Intel Core i5-3230M,2600 MHz,3200 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
1253,581,Intel Core i5-4310U,2000 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
1253,401,Intel Xeon X3350,2660 MHz,,4,4,95 W,Yorkfield,Socket 775 LGA
1252,397,Intel Core 2 Extreme Q9300,2530 MHz,,4,4,45 W,Penryn,Socket P (478)
1251,388,Intel Core i7-740QM,1730 MHz,2930 MHz,4,8,45 W,Clarksfield,PGA988
1251,410,Intel Core 2 Extreme Q6850,3000 MHz,,4,4,130 W,Kentsfield,Socket 775 LGA
1248,567,Intel Core i5-670,3470 MHz,3730 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
1248,374,AMD Athlon II X4 641,2800 MHz,,4,4,100 W,Llano,Socket FM1 (905)
1246,538,Intel Core i5-655K,3200 MHz,3460 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
1246,669,Intel Pentium G3420,3200 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1243,396,Intel Core 2 Quad Q9500,2830 MHz,,4,4,95 W,Yorkfield,LGA775
1242,545,Intel Core i3-7020U,2300 MHz,,2,4,15 W,Intel HD Graphics 620,Kaby Lake
1240,373,Intel Xeon E5420,2500 MHz,,4,4,80 W,Harpertown,Socket 771 LGA
1237,569,Intel Core i3-4100M,2500 MHz,,2,4,37 W,Intel HD Graphics 4600,Haswell
1235,396,Intel Xeon E5462,2800 MHz,,4,4,80 W,Harpertown,Socket 771 LGA
1234,555,Intel Core i5-3210M,2500 MHz,3100 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
1234,367,AMD A6-3670,2700 MHz,,4,4,100 W,Radeon HD 6530D,Llano
1234,631,Intel Core i7-4650U,1700 MHz,3300 MHz,2,4,15 W,Intel HD Graphics 5000,Haswell
1234,582,Intel Core i5-4300U,1900 MHz,2900 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
1234,663,Intel Pentium G3250,3200 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1233,571,Intel Core i7-3667U,2000 MHz,3200 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge
1233,573,Intel Core i5-5200U,2200 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 5500,Broadwell
1230,674,Intel Pentium G3260,3300 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1226,366,AMD Athlon II X4 640,3000 MHz,,4,4,95 W,Propus,Socket AM3
1223,553,Intel Core i7-3537U,2000 MHz,3100 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge
1223,349,AMD A8-3820,2500 MHz,2800 MHz,4,4,65 W,Radeon HD 6550D,Llano
1217,353,AMD A6-3650,2600 MHz,,4,4,100 W,Radeon HD 6530D,Llano
1215,557,Intel Core i5-2540M,2600 MHz,3300 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
1215,540,Intel Core i5-680,3600 MHz,3860 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
1215,573,Intel Core i5-4260U,1400 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 5000,Haswell
1215,414,AMD A12-9730P,2800 MHz,3500 MHz,4,4,35 W,Radeon R7 Series,Bristol Ridge
1212,647,Intel Celeron G3900T,2600 MHz,,2,2,35 W,Intel HD Graphics 510,Skylake
1211,439,AMD A8-5500,3200 MHz,3700 MHz,4,4,65 W,Radeon HD 7560D,Trinity
1208,358,AMD Phenom II X4 910,2600 MHz,,4,4,95 W,Deneb,Socket AM3 (938)
1203,363,AMD Phenom II X4 B35,2900 MHz,,4,4,95 W,Propus,Socket AM3 (938)
1199,417,AMD A10-9630P,2600 MHz,3300 MHz,4,4,35 W,Radeon R5 Series,Bristol Ridge
1196,536,Intel Core i3-2100,3100 MHz,,2,4,65 W,Intel HD Graphics 2000,Sandy Bridge
1196,424,Intel Pentium Silver N5000,1100 MHz,,4,4,6 W,Intel UHD Graphics 605,Gemini Lake
1195,388,Intel Core i7-840QM,1870 MHz,3200 MHz,4,8,45 W,Clarksfield,PGA988
1193,349,AMD Athlon II X4 650,3200 MHz,,4,4,95 W,Propus,Socket AM3 (938)
1191,369,AMD Phenom II X4 920,2800 MHz,,4,4,125 W,Deneb,Socket AM2+ (940)
1189,525,Intel Core i5-660,3330 MHz,3600 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
1186,515,Intel Pentium 4415U,2300 MHz,,2,4,15 W,Intel HD Graphics 610,Kaby Lake
1183,375,Intel Core 2 Quad Q9400,2660 MHz,,4,4,95 W,Yorkfield,LGA775
1180,520,Intel Core i3-3220T,2800 MHz,,2,4,35 W,Intel HD Graphics 2500,Ivy Bridge
1175,544,Intel Xeon E3-1220L v2,2300 MHz,3500 MHz,2,4,17 W,Ivy Bridge,FCLGA1155
1173,378,Intel Core 2 Quad Q6700,2660 MHz,,4,4,105 W,Kentsfield,LGA775
1172,503,Intel Pentium Gold 4417U,2300 MHz,,2,4,15 W,Intel HD Graphics 610,Kaby Lake R
1172,315,Intel Xeon E5606,2130 MHz,,4,4,80 W,Westmere-EP,Socket 1366 LGA
1171,353,AMD Phenom II X4 810,2600 MHz,,4,4,95 W,Deneb,Socket AM3 (938)
1169,532,Intel Core i3-2105,3100 MHz,,2,4,65 W,Intel HD Graphics 3000,Sandy Bridge
1167,411,AMD FX-8800P,2100 MHz,3400 MHz,4,4,15 W,Radeon R7 Series,Carrizo
1162,531,Intel Core i5-2520M,2500 MHz,3200 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
1159,336,AMD A8-3800,2400 MHz,2700 MHz,4,4,65 W,Radeon HD 6550D,Llano
1155,351,AMD Athlon II X4 635,2900 MHz,,4,4,95 W,Propus,Socket AM3
1155,460,AMD A10-5800B,3800 MHz,4200 MHz,4,4,100 W,Radeon HD 7660D,Trinity
1155,351,Intel Xeon E5506,2130 MHz,,4,4,80 W,Gainestown,Socket 1366 LGA
1150,529,Intel Core i5-4250U,1300 MHz,2600 MHz,2,4,15 W,Intel HD Graphics 5000,Haswell
1150,524,Intel Core i7-3687U,2100 MHz,3300 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge
1148,492,Intel Core i3-3240T,2900 MHz,,2,4,35 W,Intel HD Graphics 2500,Ivy Bridge
1147,510,Intel Core i5-650,3200 MHz,3460 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
1147,545,Intel Core i5-4210U,1700 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
1146,372,Intel Xeon E5430,2660 MHz,,4,4,80 W,Harpertown,Socket 771 LGA
1143,628,Intel Pentium G3240,3100 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1140,344,Intel Core i7-820QM,1730 MHz,3060 MHz,4,8,45 W,Clarksfield,PGA988
1139,356,Intel Core i7-720QM,1600 MHz,2800 MHz,4,8,45 W,Clarksfield,PGA988
1139,409,AMD Athlon X4 740,3200 MHz,3700 MHz,4,4,65 W,Trinity,Socket FM2 (904)
1138,623,Intel Pentium G3220,3000 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1138,404,AMD FX-7600P,2700 MHz,3600 MHz,4,4,35 W,Radeon R7 Series,Bald Eagle
1134,357,Intel Xeon L5420,2500 MHz,,4,4,50 W,Harpertown,"Socket 771 LGA, Socket 775 LGA"
1134,339,AMD Phenom II X4 905e,2500 MHz,,4,4,65 W,Deneb,Socket AM3 (938)
1132,603,Intel Xeon E3-1220L,2200 MHz,3400 MHz,2,4,20 W,Sandy Bridge,FCLGA1155
1131,338,AMD Athlon II X4 630,2800 MHz,,4,4,95 W,Propus,Socket AM3
1131,513,Intel Core i3-5020U,2200 MHz,,2,4,15 W,Intel HD Graphics 5500,Broadwell-U
1128,485,Intel Core i3-3130M,2600 MHz,,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
1127,511,Intel Core i5-2435M,2400 MHz,3000 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
1126,506,Intel Core i3-4000M,2400 MHz,,2,4,37 W,Intel HD Graphics 4600,Haswell
1124,523,Intel Core i5-2450M,2500 MHz,3100 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
1124,489,Intel Core i3-560,3330 MHz,,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
1123,343,Intel Xeon E5410,2330 MHz,,4,4,80 W,Harpertown,Socket 771 LGA
1121,529,Intel Core i5-4200U,1600 MHz,2600 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
1121,377,Intel Celeron N4100,1100 MHz,,4,4,6 W,Intel UHD Graphics 600,Gemini Lake
1120,357,Intel Core 2 Quad Q8400,2660 MHz,,4,4,95 W,Yorkfield,LGA775
1117,504,Intel Core i7-3517U,1900 MHz,3000 MHz,2,4,17 W,Ivy Bridge,FCBGA1023
1109,326,AMD Athlon II X4 620,2600 MHz,,4,4,95 W,Propus,Socket AM3
1104,583,Intel Pentium G3250T,2800 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1101,350,Intel Core 2 Quad Q9300,2500 MHz,,4,4,95 W,Yorkfield,LGA775
1100,482,Intel Core i3-6006U,2000 MHz,,2,4,15 W,Intel HD Graphics 520,Skylake-U/Y
1096,312,AMD Phenom X4 9850,2500 MHz,,4,4,125 W,Agena,Socket AM2+ (940)
1092,399,AMD A12-9720P,2700 MHz,3600 MHz,4,4,15 W,Radeon R7 Series,Bristol Ridge
1091,473,Intel Pentium 4405U,2100 MHz,,2,4,15 W,Intel HD Graphics 510,Skylake-U/Y
1084,582,Intel Pentium G3450,3400 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1078,503,Intel Core i5-2430M,2400 MHz,3000 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
1078,482,Intel Core i5-3427U,1800 MHz,2800 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge
1078,605,Intel Pentium G2130,3200 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
1078,436,AMD A10-6700T,2500 MHz,3500 MHz,4,4,45 W,Radeon HD 8650D,Richland
1077,310,Intel Xeon E5504,2000 MHz,,4,4,80 W,Gainestown,Socket 1366 LGA
1077,382,AMD FX-9800P,2700 MHz,3600 MHz,4,4,15 W,Radeon R7 Series,Bristol Ridge
1073,335,Intel Xeon X3220,2400 MHz,,4,4,105 W,Kentsfield,Socket 775 LGA
1069,494,Intel Core i5-2410M,2300 MHz,2900 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
1068,310,AMD A6-3600,2100 MHz,2400 MHz,4,4,65 W,Radeon HD 6530D,Llano
1067,322,AMD Phenom X4 9950,2600 MHz,,4,4,125 W,Agena,Socket AM2+ (940)
1066,458,Intel Core i3-5157U,2500 MHz,,2,4,28 W,Intel Iris Graphics 6100,Broadwell
1066,310,Intel Xeon E5405,2000 MHz,,4,4,80 W,Harpertown,Socket 771 LGA
1065,474,Intel Core i5-3437U,1900 MHz,2900 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge
1065,404,AMD Athlon II X3 460,3400 MHz,,3,3,95 W,Rana,Socket AM3 (938)
1064,476,Intel Core i3-5010U,2100 MHz,,2,4,15 W,Intel HD Graphics 5500,Broadwell
1063,475,Intel Core i3-5015U,2100 MHz,,2,4,15 W,Intel HD Graphics 5500,Broadwell-U
1061,337,Intel Core 2 Quad Q8300,2500 MHz,,4,4,95 W,Yorkfield,LGA775
1060,472,Intel Core i3-550,3200 MHz,,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
1056,317,Intel Xeon E5345,2330 MHz,,4,4,80 W,Clovertown,Socket 771 LGA
1055,480,Intel Core i5-3337U,1800 MHz,2700 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge
1054,379,AMD PRO A12-8830B,2500 MHz,3400 MHz,4,4,15 W,Radeon R7 Series,Carrizo PRO
1054,404,AMD Phenom II X3 B75,3000 MHz,,3,3,95 W,Heka,AM2+/AM3
1053,461,Intel Core i3-2120T,2600 MHz,,2,4,35 W,Intel HD Graphics 2000,Sandy Bridge
1050,378,AMD A10-9620P,2500 MHz,3400 MHz,4,4,15 W,Radeon R5 Series,Bristol Ridge
1038,392,AMD Athlon II X3 450,3200 MHz,,3,3,95 W,Rana,Socket AM3 (938)
1035,310,AMD A6-3620,2200 MHz,2500 MHz,4,4,65 W,Radeon HD 6530D,Llano
1034,413,AMD PRO A10-8730B,2400 MHz,3300 MHz,4,4,15 W,Radeon R5 Series,Carrizo PRO
1031,570,Intel Pentium G2120,3100 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
1031,283,AMD Athlon II X4 631,2600 MHz,,4,4,100 W,Llano,Socket FM1 (905)
1030,330,Intel Core 2 Quad Q6600,2400 MHz,,4,4,105 W,Kentsfield,LGA775
1030,449,Intel Core i5-2415M,2300 MHz,2900 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
1026,561,Intel Celeron G1840,2800 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1023,448,Intel Core i3-3120M,2500 MHz,,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
1023,379,AMD PRO A8-9600B,2400 MHz,3300 MHz,4,4,15 W,Radeon R5 Series,Bristol Ridge PRO
1022,460,Intel Core i5-661,3330 MHz,3600 MHz,2,4,87 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
1020,397,AMD Athlon II X3 455,3300 MHz,,3,3,95 W,Rana,Socket AM3 (938)
1020,379,AMD A8-7200P,2400 MHz,3300 MHz,4,4,35 W,Radeon R5 Series,Kaveri
1018,374,AMD A10-7400P,2500 MHz,3400 MHz,4,4,35 W,Radeon R6 Series,Bald Eagle
1017,390,AMD PRO A12-9800B,2700 MHz,3600 MHz,4,4,15 W,Radeon R7 Series,Bristol Ridge PRO
1016,460,Intel Core i5-3317U,1700 MHz,2600 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge
1015,363,AMD A8-5557M,2100 MHz,3100 MHz,4,4,35 W,Radeon HD 8550G,Richland
1011,317,Intel Core 2 Quad Q8200,2330 MHz,,4,4,95 W,Yorkfield,LGA775
1009,331,Intel Xeon X5355,2660 MHz,,4,4,120 W,Clovertown,Socket 771 LGA
1008,448,Intel Core i3-5005U,2000 MHz,,2,4,15 W,Intel HD Graphics 5500,Broadwell
1008,292,AMD Athlon II X4 605e ,2300 MHz,,4,4,45 W,Propus,AM2+/AM3
1007,360,AMD A8-8600P,1600 MHz,3000 MHz,4,4,15 W,Radeon R6 Series,Carrizo
1006,467,Intel Core i7-2617M,1500 MHz,2600 MHz,2,4,17 W,Intel HD Graphics 3000,Sandy Bridge
1005,305,Intel Pentium J4205,1500 MHz,,4,4,10 W,Intel HD Graphics 505,Apollo Lake 
1005,551,Intel Pentium G3240T,2700 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1004,308,AMD Athlon II X4 610e,2399 MHz,,4,4,45 W,Propus,Socket AM3 (938)
1003,447,Intel Core i3-540,3070 MHz,,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
1002,540,Intel Celeron G1820,2700 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
997,547,Intel Pentium G2030,3000 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
993,358,AMD A10-9600P,2400 MHz,3300 MHz,4,4,15 W,Radeon R5 Series,Bristol Ridge
993,278,AMD Phenom X4 9600B,2300 MHz,,4,4,95 W,Agena,Socket AM2+ (940)
991,464,Intel Core i7-4610Y,1700 MHz,2900 MHz,2,4,11 W,Intel HD Graphics 4200,Haswell
990,275,AMD Phenom II X4 N950,2100 MHz,,4,4,35 W,Caspian,Socket S1 (638)
988,291,Intel Celeron J3455,1500 MHz,2300 MHz,4,4,10 W,Intel HD Graphics 500,Apollo Lake
983,374,AMD Athlon II X3 445,3100 MHz,,3,3,95 W,Rana,Socket AM3 (938)
983,529,Intel Pentium G850,2900 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge
982,389,AMD A10-5750M,2500 MHz,3500 MHz,4,4,35 W,Radeon HD 8650G,Richland
978,376,AMD Phenom II X3 720,2800 MHz,,3,3,95 W,Heka,Socket AM3 (938)
971,457,Intel Core i7-620M,2670 MHz,3330 MHz,2,4,35 W,Intel HD Graphics for Previous Generation Intel Processors,Arrandale
971,429,Intel Core i3-3110M,2400 MHz,,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
969,416,Intel Core i3-4025U ,1900 MHz,,2,4,15 W,Intel HD Graphics 4400,Haswell
968,428,Intel Core i3-530,2930 MHz,,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
968,540,Intel Pentium G870,3100 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge
965,533,Intel Pentium G860,3000 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge
964,371,AMD A10-4600M,2300 MHz,3200 MHz,4,4,35 W,Radeon HD 7660G,Trinity
963,531,Intel Pentium G2020,2900 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
961,300,AMD A8-3530MX,1900 MHz,2600 MHz,4,4,45 W,Radeon HD 6620G,Llano
958,264,AMD Phenom II X4 N930,2000 MHz,,4,4,35 W,Caspian,Socket S1 (638)
958,455,Intel Core M-5Y10,800 MHz,,2,4,4 W,Intel HD Graphics 5300,Broadwell
957,440,Intel Core i5-580M,2670 MHz,3330 MHz,2,4,35 W,Intel HD Graphics for Previous Generation Intel Processors,Arrandale
956,272,AMD Phenom X4 9550,2200 MHz,,4,4,95 W,Agena,Socket AM2+ (940)
956,288,AMD Phenom X4 9750,2400 MHz,,4,4,125 W,Agena,Socket AM2+ (940)
953,461,Intel Core i7-640M,2800 MHz,3460 MHz,2,4,35 W,Intel HD Graphics for Previous Generation Intel Processors,Arrandale
952,440,Intel Core i7-2637M,1700 MHz,2800 MHz,2,4,17 W,Sandy Bridge,FCBGA1023
948,479,Intel Core i7-2677M,1800 MHz,2900 MHz,2,4,17 W,Intel HD Graphics 3000,Sandy Bridge
948,517,Intel Pentium G2010,2800 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
947,356,AMD Athlon II X3 440,3000 MHz,,3,3,95 W,Rana,Socket AM3 (938)
947,309,Intel Pentium N4200,1100 MHz,2500 MHz,4,4,6 W,Intel HD Graphics 505,Apollo Lake
946,349,AMD A10-8700P,1800 MHz,3200 MHz,4,4,15 W,Radeon R6 Series,Carrizo
946,509,Intel Pentium 3560M,2400 MHz,,2,2,37 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
944,519,Intel Pentium G840,2800 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge
943,386,AMD A10-5757M,2500 MHz,3500 MHz,4,4,35 W,Radeon HD 8650G,Richland
943,419,Intel Core i3-4030U,1900 MHz,,2,4,15 W,Intel HD Graphics 4400,Haswell
942,443,Intel Core M-5Y10c,800 MHz,,2,4,4 W,Intel HD Graphics 5300,Broadwell
942,291,Intel Xeon X3210,2130 MHz,,4,4,105 W,,
940,513,Intel Pentium G645,2900 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge
938,527,Intel Pentium G3220T,2600 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
933,267,AMD Phenom X4 9650,2300 MHz,,4,4,95 W,Agena,Socket AM2+ (940)
931,260,Intel Atom x7-E3950,1600 MHz,,4,4,12 W,Intel HD Graphics 505,Apollo Lake
930,523,Intel Celeron G1840T,2500 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
928,300,Intel Core 2 Quad Q9000,2000 MHz,,4,4,45 W,Penryn,PGA478
923,262,AMD Phenom II X4 N970,2200 MHz,,4,4,35 W,Caspian,Socket S1 (638)
923,347,AMD PRO A10-8700B,1800 MHz,3200 MHz,4,4,15 W,Radeon R6 Series,Carrizo
921,350,AMD PRO A12-8800B,2100 MHz,3400 MHz,4,4,15 W,Radeon R7 Series,Carrizo
918,501,Intel Pentium G2030T,2600 MHz,,2,2,35 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
915,305,AMD A6-3430MX,1700 MHz,2400 MHz,4,4,45 W,Radeon HD 6520G,Llano
914,494,Intel Celeron G1630,2800 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
905,437,Intel Core i5-560M,2670 MHz,3200 MHz,2,4,35 W,Intel HD Graphics for Previous Generation Intel Processors,Arrandale
905,484,Intel Celeron G1620,2700 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
904,412,Intel Core i5-2557M,1700 MHz,2700 MHz,2,4,17 W,Intel HD Graphics 3000,Sandy Bridge
902,478,Intel Pentium 2030M,2500 MHz,,2,2,35 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
897,342,AMD A10 PRO-7350B,2100 MHz,3300 MHz,4,4,19 W,Radeon R6 Series,Bald Eagle
897,254,Intel Atom C3538,2100 MHz,2100 MHz,4,4,15 W,Denverton,FCBGA1310
